,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
TDLOTWH,179.84873551,194.27776077,196.50195285,211.18457819,199.90034941,216.0770826,184.10791301,187.2470174,197.82142471,173.32993859,189.95878246,157.61505858,164.35217823,161.11854517,222.63248596,203.20219107,207.36511542,212.09553274,224.30751391,211.45748517,228.75509695,230.61712851,224.38015554,221.05574099,240.08641756,243.51116017,201.56388407,247.78533499,227.57603944,265.91797663,269.21705199,266.2767508,297.76593752,286.04767781,260.65044621,264.28528823,254.79186804,262.72038384,255.51015306,243.50202259,245.2244445,241.77771816,227.44164635,222.35482044,215.19750746,200.7040093,204.22165919,204.9847742,191.00312348,212.56052564,233.57470775,239.557222,253.157839
TETCCO2,4427.909174,4694.5314314,4835.1120591,4884.0276914,4949.8485012,4756.0999932,4636.4119579,4404.4450437,4383.9414531,4612.8567153,4605.3538736,4615.6620553,4775.5503211,4998.2125104,5084.5588841,5037.8960468,4992.6858108,5093.8795667,5185.5204948,5262.6628994,5324.3104636,5518.0267258,5589.3212867,5636.7336142,5700.2538312,5888.5894802,5777.7884299,5820.0254872,5886.4168682,5993.719249,6006.9942552,5929.3292045,6015.5379274,5823.1266403,5403.6643297,5593.6617363,5454.6966129,5236.3238548,5359.0173407,5414.0278207,5262.1985604,5169.0437924,5131.5291364,5278.2227767,5146.9922058,4585.2499747,4905.9094304,4945.2132556,4799.0345841,4793.4484163,4881.0267461,4844.696,4877.7505
TETCFUEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.608498583,96.950100001,94.479574018,94.253202151,95.334866582,94.484146166,94.092395938,93.90171092,97.396355941,96.595287908,88.870948681,93.363952868,94.944674656,93.726511729,94.572079852,95.714040221,95.969883,97.016274
TOCHGEN_US,,,,,,,,,,,,,,,118.91865405,136.50571801,138.23821407,149.50859996,153.29428997,158.79706097,159.25718296,160.04626899,162.79714999,162.87985297,164.82734704,164.57606301,156.59061902,159.99429508,162.02593002,162.19486633,153.23085672,156.62518183,151.40147631,145.03882424,140.49362997,152.67386162,151.9547173,157.40837195,162.2487424,156.60273306,158.30722396,158.59658355,156.8178294,160.11076693,162.22635163,156.11797291,152.53340477,157.32020459,155.01837086,152.00726412,152.68771518,154.02564,154.96951
TOCMGEN_US,,,,,,,,,,,,,,,4.250506025,5.837119004,5.659024064,6.228130933,7.00041997,7.619327004,8.232203966,9.029713994,8.700541997,8.748085957,8.563056009,7.902774015,7.415945,7.414513067,7.496178076,8.269686383,8.491663739,8.370912459,8.273395109,7.925652128,8.164520907,8.591598284,10.080000371,11.300752852,12.233669689,12.519578417,12.595195749,12.706350548,13.059753395,13.312386279,13.688950029,13.046063989,12.76791164,17.279534213,16.356157949,15.258041611,15.965849518,17.741813,18.080171
TOEPGEN_CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.30340612,193.39418602,189.34698298,192.58819577,191.01014207,189.7364863,188.13747093,197.62722856,187.86636487,192.61875137,183.77142382,189.04997636,194.55070601,207.39422628,207.73183303,202.5489782,214.9076,222.03421
TOEPGEN_COUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3955.8567149,3931.6904649,3874.0347228,3888.1081673,3921.8370585,3905.0892674,3903.8862299,3863.4231413,4005.9492391,3953.5922778,3839.360849,3942.4579976,4058.90038,4013.6925572,4141.8361559,4240.085492,4366.8429,4519.7359
TOEPGEN_EAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2942.0434975,2882.533668,2828.8287192,2832.6335819,2859.1689223,2843.0848263,2840.4914625,2783.406781,2903.5333134,2848.6032055,2751.7974929,2837.2868099,2894.1403561,2833.3625386,2941.6540683,3009.7307146,3014.8752,3055.8981
TOEPGEN_FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.47482072,215.67005966,214.72829627,216.382822,224.28116759,231.29196076,231.25299149,232.12133118,237.5728594,238.79082766,244.12933961,241.79002118,252.10349628,253.68088227,261.3620694,264.11435125,260.89448,260.4841
TOEPGEN_HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.531983931,16.495743964,16.32317986,15.60715778,15.124350304,15.31728094,15.090987063,15.201924091,14.9276967,14.755249965,14.295604786,14.72328861,14.987156067,14.848533425,14.790877107,14.746853133,14.854721,14.760068
TOEPGEN_MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.85877673,654.10764584,640.48067754,639.41580728,641.41355515,634.87844883,622.80465986,612.16081893,642.34637479,608.75126329,566.6448079,614.03961977,624.15707021,593.73858609,615.89696523,640.67407865,637.20624,633.65686
TOEPGEN_MWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.3393454,932.41508069,917.95369714,921.81267457,919.08525674,909.7277484,902.39738085,890.54713915,938.36729524,905.85877961,851.4836987,903.71361266,931.59065593,896.03010554,930.61756057,962.6908455,949.51265,941.48013
TOEPGEN_NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.44738609,117.03165385,114.48536013,108.72087426,105.64590662,106.05657336,103.86367227,101.0871001,101.29426902,95.708992829,93.024725755,99.419952704,100.98883126,98.539023559,105.47304473,105.46698218,105.199018,106.452517
TOEPGEN_NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.8173712,1115.8164211,1088.1003307,1089.8808207,1093.5624665,1073.0148289,1075.3846462,1051.2133215,1090.5320528,1074.3672349,1050.3523804,1076.3647637,1082.0955084,1066.1656652,1107.9571841,1138.5279782,1170.24318,1219.61485
TOEPGEN_NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.88156521,376.91527086,384.36809397,384.10803428,388.96172548,378.58938916,383.57226798,383.04515441,399.43992017,384.08783592,385.22572406,387.16343447,401.16404459,380.35809237,377.49179306,385.70022609,401.95506,409.08465
TOEPGEN_NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.85306019,140.16919016,138.26816532,139.01537983,140.8412527,141.98972175,138.1703991,131.5285604,136.60649621,135.62205436,132.87141976,129.05079746,128.33110468,127.32337662,132.37092329,133.06585183,131.618435,133.661157
TOEPGEN_PJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.51692495,858.61557711,835.34680523,842.14456663,847.07530722,824.96853381,833.35057486,818.59766101,852.63128753,843.0361877,824.45623489,847.89401352,852.77557246,840.30326498,870.11321604,899.99518198,933.42561,979.50122
TOEPGEN_SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.4119602,618.63210648,608.0463951,604.5572646,622.24003146,629.05028823,631.45644393,609.52498914,637.06110602,629.58636332,605.83207417,615.41841243,628.35069547,617.48588567,641.71725422,644.39750489,634.22502,634.31888
TOEPGEN_SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.88678092,834.30216614,822.77469137,820.9400866,846.52119905,860.34224899,862.70943542,841.64632032,874.63396542,868.37719098,849.96141378,857.20843361,880.45419174,871.16676793,903.07932362,908.51186614,895.1195,894.80299
TOEPGEN_SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.48056867,278.30743485,277.4730196,282.39686729,277.6717016,274.84929958,279.592721,278.38632023,296.02092044,297.10751632,284.83889081,289.67399289,307.43358572,302.29151944,314.72059534,322.01676685,312.30639,307.82329
TOEPGEN_SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.57076407,148.1926684,150.08823357,152.31506538,147.29435392,147.97452387,141.47197578,139.27822564,146.50575795,151.03821793,145.3965575,145.72856953,147.40234104,151.99466707,153.73247314,153.21929934,169.415,173.19023
TOEPGEN_TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.05748198,330.65467163,321.4026931,326.46328996,335.40191467,345.70404174,350.21305271,360.06575175,368.6038827,377.24426711,373.16965076,383.22920727,421.64293228,440.58303288,461.22598843,488.88632377,565.69011,659.52892
TOEPGEN_US,1917.6485355,2037.6964968,2124.3233159,2206.3305652,2247.3718614,2286.4392436,2294.8122181,2241.2113674,2310.2845657,2416.3042469,2469.8410004,2487.309832,2572.1265472,2704.2500581,2848.2274329,2901.321619,2935.560671,2934.373604,3043.896806,3088.7253271,3194.2301789,3284.1413517,3329.3751329,3457.4156447,3529.9824629,3637.5289801,3580.05303,3698.457951,3721.1592738,3808.3603973,3902.1918934,3908.0770462,4005.3432482,3974.3489357,3809.8372968,3972.3886988,3948.1862088,3890.3579027,3903.7153251,3936.9614088,3920.4065483,3918.977217,3878.6250654,4020.8769358,3968.3475278,3853.6564538,3957.1812862,4073.8875361,4028.5410906,4156.627033,4254.8323782,4381.6976,4534.4961
TOEPGEN_WECC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.75573539,718.50212528,723.80331052,729.01129543,727.26622146,716.30039933,713.18171469,719.95060861,733.81204298,727.74480522,714.39370537,721.94198036,743.11709164,739.74698572,738.95609923,741.46851364,786.27765,804.3091
TOINGEN_US,3.10603299,3.217184065,3.124172027,3.046346022,3.293164029,3.161120017,3.161120019,3.161120019,3.161120019,3.161120017,3.161120019,3.161120019,3.161120019,3.161120017,114.66814803,130.66859901,132.57919,143.28046903,146.29387,151.17773397,151.024979,151.016555,154.096608,154.13176702,156.26429103,156.673289,149.17467402,152.57978201,154.52975195,153.92517994,144.73919298,148.25426937,143.1280812,137.11317211,132.32910907,144.08226334,141.87471693,146.1076191,150.01507271,144.08315464,145.71202821,145.890233,143.75807601,146.79838066,148.5374016,143.07190892,139.76549313,140.04067037,138.66221291,136.74922251,136.72185766,136.28384,136.88935
TOPRAC,,,,,,,,,,,,,,,,,,,,,,,,,,0.067806010929,0.058150684932,0.048054794521,0.043742465753,0.041084699454,0.041087671233,0.041597260274,0.041153424658,0.042516393443,0.036975342466,0.036260273973,0.038084931507,0.036740437158,0.035334246575,0.034591780822,0.042726027397,0.044150273224,0.072660273973,0.10446575342,0.11129589041,0.09893442623,0.10645753425,0.11722465753,0.12564383562,0.12869672131,,,
TOPRBK,,,,,,,,,,,,,,,,,,,,,,,,,,0.019079234973,0.016830136986,0.016501369863,0.019920547945,0.031267759563,0.05235890411,0.062939726027,0.074389041096,0.12100819672,0.17640547945,0.27108219178,0.38798082192,0.63794262295,0.84398630137,1.0742575342,1.1734630137,1.0221202186,1.0577780822,1.2527726027,1.414539726,1.1786584699,1.1059917808,1.0617780822,1.1947205479,1.2196857923,,,
TOPREF,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.00041530054645,0.0028438356164,0.034254794521,0.21103835616,0.56598907104,0.97483013699,1.3736164384,1.5001863014,1.1786994536,1.0944082192,1.189139726,1.2384630137,1.0552295082,0.96239178082,0.96601643836,1.0010410959,1.0130928962,,,
TOPRL48,,,,,,,,,,,,,,,,,,,,,,,,,,0.32093989071,0.31499452055,0.30812054795,0.3065890411,0.3208442623,0.35043835616,0.37206027397,0.40455616438,0.49440710383,0.57111232877,0.76182739726,1.2155890411,2.0567868852,2.9511780822,3.985860274,4.6621342466,4.3230081967,4.8381232877,6.3838273973,7.6351260274,7.2102896175,7.2246082192,7.8330958904,8.5694630137,8.9315273224,,,
TOPRMP,,,,,,,,,,,,,,,,,,,,,,,,,,0.015325136612,0.015005479452,0.016506849315,0.015832876712,0.014756830601,0.014994520548,0.015084931507,0.014660273973,0.016833333333,0.017315068493,0.016917808219,0.024295890411,0.045286885246,0.07337260274,0.095424657534,0.13189041096,0.14213387978,0.17447123288,0.24103013699,0.28147671233,0.1982704918,0.15819178082,0.15145753425,0.14394246575,0.11934972678,,,
TOPRNI,,,,,,,,,,,,,,,,,,,,,,,,,,0.014915300546,0.016838356164,0.019501369863,0.022002739726,0.025830601093,0.028246575342,0.032010958904,0.035950684932,0.044827868852,0.047402739726,0.053010958904,0.07038630137,0.099221311475,0.1459369863,0.2307369863,0.30913424658,0.29106557377,0.33511780822,0.44508767123,0.51475342466,0.45206284153,0.41068767123,0.42867671233,0.45048767123,0.46904098361,,,
TOPRPM,,,,,,,,,,,,,,,,,,,,,,,,,,0.10949180328,0.11275068493,0.11031780822,0.11208767123,0.11391530055,0.12008767123,0.12534246575,0.14136164384,0.16896994536,0.19088767123,0.23914520548,0.33423835616,0.48316393443,0.63556438356,0.87924931507,1.1473479452,1.3442814208,1.7984164384,2.7815534247,3.6481726027,3.820510929,4.1115424658,4.7048191781,5.2256493151,5.5613743169,,,
TOPRR48,,,,,,,,,,,,,,,,,,,,,,,,,,0.094158469945,0.094747945205,0.096484931507,0.092161643836,0.093073770492,0.092745205479,0.094747945205,0.09604109589,0.09750273224,0.095619178082,0.10515068493,0.13896164384,0.16851092896,0.20685753425,0.24628767123,0.28729863014,0.22500546448,0.22796712329,0.27279726027,0.32186849315,0.30313661202,0.28370684932,0.3134,0.33320273973,0.33495355191,,,
TOPRWF,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016393442623,0.00067123287671,0.00075342465753,0.00084109589041,0.00091530054645,0.00091780821918,0.00033698630137,0.001,0.0023333333333,0.0036630136986,0.0060054794521,0.010602739726,0.019931693989,0.035295890411,0.051695890411,0.070087671233,0.075551912568,0.077304109589,0.096980821918,0.10455616438,0.1034863388,0.085638356164,0.089723287671,0.094775342466,0.085333333333,,,
TOTOGEN_US,,,,,,,,,,,,,,,2967.146087,3037.827337,3073.798885,3083.8822039,3197.191096,3247.522388,3353.4873619,3444.1876207,3492.1722828,3620.2954976,3694.8098099,3802.1050431,3736.643649,3858.4522461,3883.1852039,3970.5552636,4055.4227502,4064.702228,4156.7447245,4119.38776,3950.3309268,4125.0625605,4100.1409261,4047.7662746,4065.9640675,4093.5641418,4078.7137723,4077.5738005,4035.4428948,4180.9877027,4130.5738794,4009.7744267,4109.714691,4231.2077406,4183.5594615,4308.6342971,4407.5201326,4535.7235,4689.4657
TREXRUS,269.38075,281.14375,287.901,318.29,349.8095,387.47525,392.19675,362.1665,352.78175,381.54375,394.32825,424.543,470.9395,547.28975,610.6485,664.5195,708.47225,757.55075,782.28225,851.40525,938.91525,1015.68525,1136.649,1163.19825,1221.12175,1322.64025,1248.80925,1224.41125,1250.2025,1370.771,1466.00475,1604.92175,1745.53525,1846.597,1693.098,1907.258,2044.16375,2126.3015,2190.31075,2275.78375,2283.058,2293.881,2388.26025,2456.42275,2469.535,2157.81125,2297.1685,2472.061,2541.04025,2633.59775,2654.8259643,2738.7701667,2870.4608333
TRIMRUS,266.30025,318.37125,353.17575,383.78575,390.16675,364.1975,373.708,368.95175,415.5095,516.65775,550.18675,597.114,632.59925,657.44825,686.40025,710.9535,709.89,759.6515,825.33625,923.785,997.69575,1084.46,1230.50875,1374.3395,1533.6835,1733.05575,1690.39975,1752.42825,1842.231,2044.5345,2177.24975,2317.03475,2376.426,2325.4035,2031.76175,2295.263,2405.80525,2464.70825,2494.60525,2623.351,2759.524,2799.7195,2931.58875,3049.9625,3085.859,2813.5975,3223.53975,3496.434,3466.1955,3666.1665,3744.9615448,3681.058,3852.1050833
TSCONB,,,,,,,,,,,,,,,,,,,,,,,,,,,39.627602424,40.032195957,39.796634803,40.771763333,41.443889802,41.135027559,42.032593326,41.146305516,38.876217552,40.600645778,39.783009547,38.932403969,39.033029982,39.183419288,38.443668267,37.864861845,36.95869558,37.944254217,36.706557026,35.041556837,35.818920637,36.250551263,35.320516242,35.914647275,36.500391393,37.572587,38.418864
TSEOBUS,,,,,,,,,,,,,,,10.123902449,10.365066874,10.487801796,10.52220608,10.908816019,11.080546388,11.442098879,11.751568162,11.915291829,12.352448238,12.606691072,12.972782407,12.749428131,13.165039064,13.249427916,13.54753456,13.837102424,13.868764002,14.182813,14.055351037,13.478529122,14.074704376,13.98968084,13.810975065,13.8730694,13.967240854,13.916571395,13.912681809,13.76893116,14.265530044,14.093518079,13.681324479,14.022294321,14.435037727,14.273318874,14.701060222,15.038458574,15.47589,16.000456
TSEOPUS,,,,,,,,,,,,,,,8.1291673616,8.3228146219,8.4213668083,8.4259076611,8.7594276602,8.8973216111,9.1876366078,9.4103486905,9.5675952955,9.9186178017,10.122766603,10.388265145,10.23737986,10.571102044,10.638863572,10.848511649,11.110747261,11.136170488,11.388341711,11.255157814,10.822824457,11.301533971,11.233262811,11.059467922,11.139627584,11.215244226,11.174558283,11.140912024,11.056007933,11.454760832,11.316640767,10.95564712,11.259450385,11.590870037,11.461015011,11.772224856,12.075397706,12.426638685,12.847850411
TSEOTWH,,,,,,,,,,,,,,,2967.146087,3037.827337,3073.798885,3083.8822039,3197.191096,3247.522388,3353.4873619,3444.1876207,3492.1722828,3620.2954976,3694.8098099,3802.1050431,3736.643649,3858.4522461,3883.1852039,3970.5552636,4055.4227502,4064.702228,4156.7447245,4119.38776,3950.3309268,4125.0598993,4100.1409262,4047.7652593,4065.964068,4093.5641423,4078.7137735,4077.5738009,4035.4428956,4180.9877035,4130.57388,4009.7668461,4109.6993906,4230.6675636,4183.2704789,4308.6342971,4407.5201326,4535.7235,4689.4657
UONIPUS,,,,,,,0.11170684932,0.17447945205,0.23448493151,0.23074590164,0.31774794521,0.24999178082,0.29948767123,0.35968852459,0.34764931507,0.41338356164,0.41302191781,0.44307103825,0.49117260274,0.41307123288,0.34855068493,0.36710928962,0.3528,0.3017890411,0.31707671233,0.27371584699,0.37844109589,0.41012054795,0.33488468219,0.48997772951,0.58233382466,0.68908175616,0.7170762411,0.76302675137,0.67709546301,0.60613420274,0.6869671589,0.59771041257,0.5450498137,0.36940221096,0.29455821096,0.39974504918,0.4069296411,0.34754564932,0.42836792877,0.28506184973,0.20575570411,0.26260945479,0.23510839452,0.1240432377,0.12798112932,0.11380489334,0.11289778115
UOPSBLD,,,,,,,,-6.079,2.749,-14.512,13.15,-12.634,-0.837,6.673,6.333,-7.522,-0.882,-2.497,-6.87,2.914,-4.876,1.402,0.895,2.081,-4.582,0.831,0.615,-11.934,0.138,5.476,4.343,-1.941,-2.573,2.254,-3.57,0.731,-1.815,3.475,-4.325,0.386,4.516,-2.537,6.013,-0.428,3.935,-12.23,2.086,6.682,-2.204,-7.656,4.8787147149,-0.2150836,0.3324601
UOPSPUS,,,,,,,111.348,105.269,108.018,93.506,106.656,94.022,93.185,99.858,106.191,98.669,97.787,95.29,88.42,91.334,86.458,87.86,88.755,90.836,86.254,87.085,87.7,75.766,75.904,81.38,85.723,83.782,81.209,83.463,79.893,80.624,78.809,82.284,77.959,78.345,82.861,80.324,86.337,85.909,89.844,77.614,79.7,86.382,84.178,76.522,81.40071,81.18563,81.51809
UORIPUS,,,,,,,0.28567380822,0.34911150685,0.31787682192,0.42118887978,0.44086024658,0.45055890411,0.47227671233,0.47157923497,0.51119452055,0.60736438356,0.62708493151,0.61622404372,0.6962,0.53631506849,0.5128630137,0.41634972678,0.39901369863,0.44365479452,0.46525205479,0.45946448087,0.41221643836,0.50656986301,0.35815342466,0.51049180328,0.56912552877,0.66131741918,0.69346517808,0.78206518033,0.72346529315,0.59098079452,0.66554257808,0.56003278962,0.54903829315,0.40624931233,0.29055351507,0.40265305191,0.35453699178,0.3342026274,0.35366022192,0.22910906831,0.17698356986,0.13609322192,0.12244113973,0.015180401639,-0.042388419685,-0.041182045205,-0.044421268904
UOTCBUS,,,,,,,-0.297768175,-0.335933575,-0.1932968,-0.321266225,-0.338077175,-0.3526921,-0.362577125,-0.277503,-0.384642225,-0.36896715,-0.450196775,-0.3552085,-0.3962631,-0.278988375,-0.32106235,-0.1129118,-0.1027064,-0.3136646,-0.2878948,-0.4010396,-0.075439575,-0.135774925,-0.0504445,-0.0758648,0.00278445485,0.070336379875,0.0651877148,-0.053718470375,-0.0777923624,0.02796066405,0.056124172075,0.06008490995,0.01671309,-0.0805901565,-0.0177907616,0.00857902505,0.07636771885,0.030862370325,0.13591657153,0.19052748433,0.049021842775,0,0,0,0,0,0
UOTCPUS,,,,,,,-0.14005205479,-0.15800273973,-0.090915068493,-0.15069125683,-0.1590109589,-0.16588493151,-0.17053424658,-0.13016393443,-0.18091232877,-0.17353972603,-0.21174520548,-0.16661202186,-0.18637808219,-0.13121917808,-0.15100821918,-0.052961748634,-0.048306849315,-0.14752876712,-0.13540821918,-0.18810928962,-0.035482191781,-0.063860273973,-0.023726027397,-0.035584699454,0.0013096383562,0.033081958904,0.030660339726,-0.025196871585,-0.0365888,0.01315099726,0.0263974,0.028183076503,0.0078608219178,-0.037904712329,-0.0083676931507,0.0040240273224,0.035918734247,0.014515783562,0.06392689589,0.08936770765,0.02305689589,0,0,0,0,0,0
UOTCZUS,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825,5.825
UOTRPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10820966027,-0.11870558082,-0.12978117213,-0.15715938329,-0.15557618877,-0.15640816658
WBEPCAP_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2505.5,2457.3,2692.3,3377,3444.3,3534.5,3632.1,3534.1,3354.3,3093.6,3057,2778.1,2750.1,2666.9,2551.5,2561.5,2593.5,2699.9
WNCHCAP_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,28.1,38.5,50.9,75.9,87.1,88.6,100.1,118.4,118.4,347.6,124.5,126.9,122.9,146.4,146.4,146.4,146.4
WNCHCGW_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0123,0.0281,0.0385,0.0509,0.0759,0.0871,0.0886,0.1001,0.1184,0.1184,0.3476,0.1245,0.1269,0.1229,0.1464,0.1464,0.1464,0.1464
WNCHGEN_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016069905,0.055725457,0.0729971,0.09803694,0.159378331,0.17176327,0.20226907,0.228672311,0.27102586,0.27845868,0.792707827,0.294749364,0.309735309,0.244055562,0.232595405,0.311675402,0.3495656,0.3494985
WNCMGEN_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.00020792,0.016069905,0.050843217,0.0538574,0.06074717,0.106513181,0.11840927,0.13149707,0.14422587,0.174109781,0.17879292,0.167909827,0.16778725,0.17286749,0.12985705,0.133296608,0.155085181,0.2203404,0.220545
WNECBUS,,,,,,,,,9.107917736E-06,2.213524764E-05,1.966397016E-05,1.4293546988E-05,1.2093721404E-05,2.9705090368E-06,0.0072062906546,0.0095147030465,0.010068644788,0.0098522285613,0.010255881666,0.011761535946,0.010796431059,0.01103464336,0.011218775522,0.01032367497,0.015313049224,0.019084206573,0.022987773311,0.03532880334,0.038171633989,0.048258443224,0.060769593423,0.090722135475,0.11754315238,0.18889889761,0.25209877221,0.32289863307,0.40985241939,0.48023458419,0.57233470943,0.61926402269,0.65014562861,0.77380847993,0.86690056607,0.92941661188,1.0086009326,1.1521173106,1.2894539181,1.4807883492,1.4361092893,1.5411040492,1.5740975709,1.6523456,1.7551696
WNEPADD_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4828,6628.2,13413.3,852.5,4988.1,8222.2,8742.3,6612.7,7052.1,8160.9,14369.3,13787.5,9458.3,6577.9,5130.8,7442.7,10390.4,7552.5
WNEPCAP_CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3015.5,4075.6,5809.8,5903.5,6116.1,6027.7,5959.5,6158.6,6356.6,6441.4,6249.6,6476.6,6446.4,6585.1,6734.2,6776.7,7041,7041
WNEPCAP_FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNEPCAP_HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,99,238.3,265.6,265.6,266.2,266.2,266.2,266.2,266.6,293,292.2,292.2,292.2,292.2,292.2,290.7,290.7
WNEPCAP_MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8309.4,10332.2,12275.6,12483.5,13072.7,14629.7,15808.5,16680.7,18638.5,21135.9,25943.5,28575.5,29566.4,30920.2,31822.4,32969.6,33807.1,34472.5
WNEPCAP_NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,421.6,777.9,787.9,792.4,974.6,1328.5,1382.7,1384.4,1443.8,1516.4,1540.2,1554.5,1554.5,1554.5,2539.3,3254.3,3254.3
WNEPCAP_NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7525.3,8635.9,11147,11173.7,11949.9,12395.1,12742.8,12862.4,13597.8,13961.5,16435.7,17696.2,18416,18818.4,19778.1,21615.7,22838.7,23371.7
WNEPCAP_NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.6,1398.9,1633,1727.4,1743.6,1743.6,1821.3,1821.3,1979.6,1979.6,1980,2183.7,2183.7,2740.2,2863.6,2976.8,3836.7,5782.2
WNEPCAP_PJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4147.4,4875.7,6489.3,6447.7,6687.8,6882.4,7666.5,8230.2,8575.8,9278,10104.9,10603.2,10717.4,11215.8,11404.8,11472.3,12847.5,15667.5
WNEPCAP_SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,2.1,2.1,2.1,2.1
WNEPCAP_SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4573.8,5530.3,8791.8,9116.6,9850.2,12465.8,15979.7,17695.6,19685.3,21507.4,25661.9,29442.3,32188.1,34060.4,34360.3,35581.5,35581.5,36110.1
WNEPCAP_SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.8,686.2,785.4,785.4,785.4,815.4,814.1,1436.4,1487.3,1707.8,2057.8,3765.8,3910.8,4149,4528,4528,8178.2,8178.2
WNEPCAP_TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9251.3,9563.3,11059.1,11202.1,12862.8,16256.7,18781.8,20934.2,22298.7,25701.7,27759.2,32024.1,35970.7,36956.9,38610.7,40704.9,42170.2,43150.2
WNEPCAP_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39122.2,45647.8,59036.3,59922.5,64155.6,72486.3,81198,87497.4,94299.3,103452.8,118031.1,132628.9,141275.3,147321.8,151950.9,159459.1,169848,177320.5
WNEPCAPX_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39122.2,45647.8,59036.3,59922.5,64155.6,72486.3,81198,87497.4,94299.3,103452.8,118031.1,132628.9,141275.3,147321.8,151950.9,159459.1,169848,177320.5
WNEPCGW_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1222,45.6478,59.0363,59.9225,64.1556,72.4863,81.198,87.4974,94.2993,103.4528,118.0311,132.6289,141.2753,147.3218,151.9509,159.4591,169.848,177.3205
