Resid	Play	RRC	Reg	Depth	API	Oilvisc	Gasgrav	GOR	NGPL	NGPLET	NGPLPR	NGPLBU	NGPLIS	NGPLPP	HeatVal	CO2cont	H2Scont	N2cont	Sulfur	Patsize	Noilwell	Ngaswell	Ninjwell	Latnum	Latlen	PHI	Pay	PERM	SOI	SOC	SOR	SWI	BOI	VDP	OOIP	flag	acres	Resacc	PROV	Totprod	Totinj	Totconv	Totps	Totpat	lyroil	lyrgas	numacc	OP1	OP2	OP3	OP4	OP5	OP6	OP7	OP8	OP9	OP10	OP11	OP12	OP13	OP14	OP15	OP16	OP17	OP18	OP19	OP20	OP21	OP22	OP23	OP24	OP25	OP26	OP27	OP28	OP29	OP30	OP31	OP32	OP33	OP34	OP35	OP36	OP37	OP38	OP39	OP40	GP1	GP2	GP3	GP4	GP5	GP6	GP7	GP8	GP9	GP10	GP11	GP12	GP13	GP14	GP15	GP16	GP17	GP18	GP19	GP20	GP21	GP22	GP23	GP24	GP25	GP26	GP27	GP28	GP29	GP30	GP31	GP32	GP33	GP34	GP35	GP36	GP37	GP38	GP39	GP40	CO1	CO2	CO3	CO4	CO5	CO6	CO7	CO8	CO9	CO10	CO11	CO12	CO13	CO14	CO15	CO16	CO17	CO18	CO19	CO20	CO21	CO22	CO23	CO24	CO25	CO26	CO27	CO28	CO29	CO30	CO31	CO32	CO33	CO34	CO35	CO36	CO37	CO38	CO39	CO40	WP1	WP2	WP3	WP4	WP5	WP6	WP7	WP8	WP9	WP10	WP11	WP12	WP13	WP14	WP15	WP16	WP17	WP18	WP19	WP20	WP21	WP22	WP23	WP24	WP25	WP26	WP27	WP28	WP29	WP30	WP31	WP32	WP33	WP34	WP35	WP36	WP37	WP38	WP39	WP40	WI1	WI2	WI3	WI4	WI5	WI6	WI7	WI8	WI9	WI10	WI11	WI12	WI13	WI14	WI15	WI16	WI17	WI18	WI19	WI20	WI21	WI22	WI23	WI24	WI25	WI26	WI27	WI28	WI29	WI30	WI31	WI32	WI33	WI34	WI35	WI36	WI37	WI38	WI39	WI40	II1	II2	II3	II4	II5	II6	II7	II8	II9	II10	II11	II12	II13	II14	II15	II16	II17	II18	II19	II20	II21	II22	II23	II24	II25	II26	II27	II28	II29	II30	II31	II32	II33	II34	II35	II36	II37	II38	II39	II40
CGAR6202117	6262	-1	3	4000	45	0	0	0	0	0.07	0.271	0.192	0.116	0.352	0	0	0	0	0	80	0	0	0	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	57344	10	62	1	0	0	0	648	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	328.014	162.065	108.518	81.685	65.519	54.702	46.954	41.129	36.591	32.954	29.975	27.490	25.385	23.579	22.013	20.642	19.432	18.356	17.392	16.525	15.740	15.026	14.374	13.776	13.226	12.718	12.248	11.811	11.404	11.024	10.669	10.336	10.023	9.728	9.451	9.188	8.940	8.705	8.482	8.270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAR6202217	6262	-1	3	4000	45	0	0	0	0	0.07	0.271	0.192	0.116	0.352	0	0	0	0	0	80	0	0	0	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	54208	10	62	1	0	0	0	654	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	380.266	205.185	135.288	98.643	76.452	61.742	51.362	43.695	37.829	33.215	29.504	26.462	23.929	21.792	19.968	18.395	17.027	15.828	14.769	13.828	12.987	12.231	11.550	10.932	10.369	9.856	9.385	8.952	8.553	8.184	7.842	7.525	7.229	6.953	6.695	6.453	6.226	6.012	5.811	5.622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAR6202317	6262	-1	3	4000	45	0	0	0	0	0.07	0.271	0.192	0.116	0.352	0	0	0	0	0	80	0	0	0	1	4440	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	224000	10	62	1	0	0	0	1169	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	756.893	303.297	180.782	125.365	94.357	74.787	61.429	51.794	44.551	38.930	34.456	30.821	27.814	25.292	23.149	21.308	19.712	18.317	17.087	15.997	15.025	14.152	13.366	12.654	12.007	11.416	10.875	10.378	9.919	9.496	9.103	8.739	8.399	8.082	7.786	7.509	7.249	7.004	6.773	6.556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAR6202517	6262	-1	3	4000	45	0	0	0	0	0.07	0.271	0.192	0.116	0.352	0	0	0	0	0	80	0	0	0	1	5800	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	294336	10	62	1	0	0	0	2373	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	564.918	263.331	182.574	142.541	118.146	101.550	89.447	80.188	72.851	66.879	61.912	57.709	54.102	50.968	48.218	45.782	43.609	41.656	39.890	38.286	36.820	35.476	34.238	33.094	32.033	31.046	30.125	29.264	28.457	27.698	25.932	23.464	21.231	19.211	17.382	15.728	14.232	12.877	11.652	10.543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGCA1200417	1201	-1	6	9000	19	19.813	0.738	671.221	20	0.003	0.453	-0.031	0.304	0.271	0	0	0	0	3.794	80	0	0	0	1	5000	19.58	182.694	1412.774	63.455	63.455	30.5	35.212	1.149	0.852	14000.002	0	54400	2	12	0	1	0	0	680	0	0	1	15.091	4.873	1.972	0.926	0.484	0.274	0.165	0.105	0.069	0.047	0.033	0.024	0.018	0.013	0.010	0.008	0.006	0.005	0.004	0.003	0.003	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	56.401	18.213	7.369	3.462	1.809	1.025	0.617	0.391	0.258	0.176	0.124	0.089	0.066	0.049	0.038	0.029	0.023	0.018	0.015	0.012	0.010	0.008	0.007	0.006	0.005	0.004	0.003	0.003	0.003	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGCA1200517	1201	-1	6	9000	19	19.813	0.738	671.221	20	0.003	0.453	-0.031	0.304	0.271	0	0	0	0	3.794	80	0	0	0	1	5000	19.58	182.694	1412.774	63.455	63.455	30.5	35.212	1.149	0.852	14000.002	0	11520	1	12	0	1	0	0	144	0	0	1	15.091	4.873	1.972	0.926	0.484	0.274	0.165	0.105	0.069	0.047	0.033	0.024	0.018	0.013	0.010	0.008	0.006	0.005	0.004	0.003	0.003	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	56.401	18.213	7.369	3.462	1.809	1.025	0.617	0.391	0.258	0.176	0.124	0.089	0.066	0.049	0.038	0.029	0.023	0.018	0.015	0.012	0.010	0.008	0.007	0.006	0.005	0.004	0.003	0.003	0.003	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGCA1201517	1201	-1	6	9000	27	19.813	0.738	671.221	20	0.003	0.453	-0.031	0.304	0.271	0	0	0	0	3.794	80	11	1	4	1	5000	19.58	182.694	1412.774	63.455	63.455	30.5	35.212	1.149	0.852	14000.002	0	109248	10	12	0	1	0	0	1084	0	0	1	8.110	1.340	0.262	0.059	0.015	0.004	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7.441	1.230	0.241	0.054	0.014	0.004	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGCA1201717	1201	-1	6	9000	27	19.813	0.738	671.221	20	0.003	0.453	-0.031	0.304	0.271	0	0	0	0	3.794	80	0	0	0	1	5000	19.58	182.694	1412.774	63.455	63.455	30.5	35.212	1.149	0.852	14000.002	0	20928	2	12	0	1	0	0	262	0	0	1	8.110	1.340	0.262	0.059	0.015	0.004	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	7.441	1.230	0.241	0.054	0.014	0.004	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGCO2000822	2007	-1	5	8000	56	0	0	0	50	0.394	0.29	0.109	0.061	0.146	0	0	0	0	0	80	205	106	63	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	969830	10	20	1	0	0	0	570	0	0	1	0.608	0.253	0.162	0.119	0.095	0.078	0.067	0.058	0.052	0.047	0.042	0.039	0.036	0.033	0.031	0.029	0.027	0.026	0.024	0.023	0.022	0.021	0.020	0.019	0.018	0.018	0.017	0.016	0.016	0.015	0.014	0.013	0.012	0.011	0.010	0.009	0.008	0.007	0.006	0.006	289.850	120.471	77.241	56.969	45.156	37.410	31.937	27.862	24.711	22.200	20.153	18.452	17.016	15.787	14.724	13.795	12.976	12.249	11.600	11.015	10.487	10.007	9.569	9.168	8.799	8.459	8.144	7.852	7.579	7.326	6.837	6.186	5.597	5.065	4.583	4.147	3.752	3.395	3.072	2.780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGCO2000922	2007	-1	5	8000	53	0	0	0	50	0.394	0.29	0.109	0.061	0.146	0	0	0	0	0	80	30	1	2	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	342327.04	10	20	1	0	0	0	3280	0	0	1	0.556	0.277	0.195	0.153	0.127	0.110	0.097	0.087	0.079	0.073	0.067	0.063	0.059	0.056	0.053	0.050	0.048	0.045	0.044	0.042	0.040	0.039	0.037	0.036	0.035	0.034	0.033	0.032	0.031	0.030	0.028	0.026	0.023	0.021	0.019	0.017	0.016	0.014	0.013	0.012	173.350	86.437	60.775	47.759	39.738	34.243	30.218	27.128	24.673	22.671	21.003	19.590	18.376	17.320	16.392	15.570	14.836	14.176	13.579	13.036	12.540	12.085	11.666	11.278	10.918	10.584	10.271	9.979	9.705	9.448	8.846	8.004	7.242	6.553	5.930	5.365	4.855	4.393	3.975	3.597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGCO2001122	2007	-1	5	8000	49	0	0	0	50	0.394	0.29	0.109	0.061	0.146	0	0	0	0	0	80	11	1	18	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	596330.24	10	20	1	0	0	0	6596	0	0	1	1.785	0.697	0.369	0.228	0.154	0.111	0.084	0.065	0.052	0.043	0.036	0.030	0.026	0.023	0.020	0.017	0.015	0.014	0.012	0.011	0.010	0.009	0.008	0.008	0.007	0.007	0.006	0.006	0.005	0.005	0.005	0.004	0.004	0.004	0.004	0.003	0.003	0.003	0.003	0.003	258.224	100.889	53.435	32.973	22.327	16.095	12.139	9.474	7.594	6.220	5.186	4.388	3.759	3.256	2.847	2.510	2.229	1.992	1.791	1.618	1.469	1.340	1.227	1.127	1.039	0.961	0.892	0.829	0.773	0.722	0.676	0.635	0.597	0.562	0.530	0.501	0.474	0.449	0.426	0.405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGCO2200122	2271	-1	5	6500	35	0	0	0	0	0.394	0.29	0.109	0.061	0.146	0	0	0	0	0	80	0	0	0	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	2536.96	10	22	1	0	0	0	7	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	206.385	109.599	72.994	54.000	42.479	34.797	29.335	25.267	22.128	19.639	17.620	15.953	14.554	13.366	12.344	11.458	10.681	9.997	9.388	8.845	8.357	7.916	7.516	7.151	6.818	6.513	6.231	5.971	5.731	5.507	5.300	5.106	4.924	4.755	4.595	4.446	4.305	4.172	4.046	3.927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGCO2200222	2271	-1	5	6500	35	0	0	0	0	0.394	0.29	0.109	0.061	0.146	0	0	0	0	0	80	0	0	0	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	265112.32	10	22	1	0	0	0	2923	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	131.411	37.743	15.142	7.350	4.038	2.421	1.549	1.042	0.730	0.528	0.393	0.299	0.232	0.183	0.146	0.119	0.098	0.081	0.068	0.057	0.049	0.042	0.036	0.031	0.027	0.024	0.021	0.019	0.017	0.015	0.013	0.012	0.011	0.010	0.009	0.008	0.007	0.007	0.006	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGCO2200422	2273	-1	5	3500	40	0	0	0	0	0.394	0.29	0.109	0.061	0.146	0	0	0	0	0	160	0	0	0	1	554	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	37996.8	10	22	1	0	0	0	78	0	0	1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	952.706	619.437	476.825	394.480	339.886	300.618	270.801	247.268	228.146	212.252	198.798	187.239	177.184	168.343	160.500	153.486	147.171	141.451	136.240	131.471	127.087	123.041	119.293	115.810	112.563	109.528	106.684	104.013	101.497	99.124	92.943	84.098	76.095	68.854	62.302	56.373	51.008	46.154	41.762	37.788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGCO3904622	3971	-1	5	4999	35	0	0	0	70.8	0.5	0.317	0.099	0.035	0.049	0	0	0	0	0	80	0	0	0	1	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	226944	10	39	1	0	0	0	2772	0	0	1	1.468	0.703	0.416	0.277	0.198	0.149	0.117	0.094	0.077	0.065	0.055	0.048	0.041	0.036	0.032	0.029	0.026	0.023	0.021	0.019	0.018	0.016	0.015	0.014	0.013	0.012	0.011	0.011	0.010	0.009	0.009	0.008	0.008	0.008	0.007	0.007	0.006	0.006	0.006	0.006	17.008	8.138	4.819	3.205	2.295	1.728	1.352	1.088	0.895	0.750	0.639	0.551	0.480	0.422	0.375	0.335	0.301	0.272	0.247	0.226	0.207	0.191	0.176	0.163	0.152	0.141	0.132	0.124	0.116	0.109	0.103	0.097	0.092	0.087	0.083	0.079	0.075	0.071	0.068	0.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
